feature_names,importance
thank,0.0931548071409
sorri,0.0272497450189
exclam,0.0269961229009
question_mark,0.0176884483354
pos_emoticon,0.0170072426147
but,0.0144704925345
describ,0.0116384488013
me,0.0110292498906
ellipsi,0.0108817585845
whi,0.0106325329422
good,0.010290206531
regard,0.00971766142921
not_work,0.00950955883296
weird,0.00908863846511
time,0.00885783885845
yesterday,0.0087031963988
work,0.00863694067965
cool,0.00856782331928
wor,0.00785570548569
annoy,0.00775726158485
think,0.00769563166934
well,0.00749247338382
m,0.0074647466158
yep,0.00742382968537
awesom,0.00737464097095
nice,0.00726418167499
problem,0.0072215859849
ag,0.00693662681097
this,0.00678936714649
not_enough,0.00662782099587
my,0.0066116040794
not_bett,0.00660657549613
confus,0.00660269888893
not_sorri,0.0064548244935
help,0.00644623357923
chroot,0.00635609993708
interest,0.00633683844901
thx,0.00632631842904
incompat,0.00626331447772
issu,0.00603875012359
or,0.00603617180171
would,0.00602293111735
not_know,0.00592939954634
glad,0.00587944729582
schedul,0.00574463030134
still,0.00570648900292
broken,0.00566010405392
get,0.005560512655
realli,0.00550601392449
not_nic,0.00544117293213
could,0.00535251181571
there,0.00534894634728
download,0.00534175527321
seem,0.00511568657335
document,0.00507648832055
fine,0.00475475800788
concept,0.0046607019191
happi,0.00465843971597
relea,0.0046339371773
misunderstand,0.00459120879774
comput,0.00456594211776
capistrano,0.00455548471878
marker,0.00453298670849
not_okay,0.00439607376415
meant,0.004161022197
not_go,0.00415001226423
bad,0.00405324769046
not_ther,0.0039123100208
agr,0.00389654510208
hard,0.00382293679651
doe,0.00369920419021
unfortun,0.00367913266073
sen,0.00362147352041
die,0.00361343419145
ad,0.00358803355143
fun,0.00351587911267
block,0.00350552027971
both,0.00350379200921
ind,0.0034960780967
not_perfect,0.00347411753691
those,0.00344227343849
system,0.00331299972932
set,0.00330061648494
we,0.00326693209358
not_hav,0.00323337876098
most,0.00320334514054
28,0.00316646462834
too,0.0031349110207
perhap,0.00308878434989
one,0.00302875656259
minut,0.00302209607273
smart,0.00302164026741
not_oth,0.00300848417147
neg_emoticon,0.00299427533063
written,0.00289922654072
not_happi,0.00277064442539
domain,0.00272866874744
not_distinct,0.00271946494785
yup,0.0026889426483
rc2,0.00268700469061
sound,0.00268592058764
cras,0.00267134534572
g,0.00264533566761
page,0.00263494550391
what,0.00263414710987
version,0.00261913558422
improv,0.00261829005561
call,0.0025983109007
cost,0.00259782319274
appropri,0.00259467347969
attach,0.00257938678411
like,0.00250335457622
read,0.00249639511014
channel,0.00248650757082
special,0.00246693651824
follow,0.00246237789309
link,0.00238937801303
mile,0.00232238670415
90,0.0023054831209
chang,0.00230233235531
pass,0.00228139805643
be,0.00226298921953
enough,0.00222621419401
not_handl,0.00219803257126
maintain,0.00219199408093
not_can,0.00217646542259
yeah,0.00216784894496
more,0.00214785534498
took,0.00212103225961
not_mak,0.00210722069925
appear,0.00207977609642
target,0.0020590842507
intro,0.00205828164036
ride,0.00204848623513
odd,0.00203728717209
even,0.0020105633021
becaus,0.0019836667249
refactor,0.00197852461737
all,0.00197513786868
bit,0.00193109144712
sad,0.00192443833176
pull,0.00191593253665
not_right,0.00188970054368
sever,0.00183783493003
8,0.00181921316132
not_particular,0.00179643915155
signif,0.00178622598381
them,0.00177791220017
latest,0.00177368288278
can,0.00176736742218
class,0.00172881623104
not_furth,0.00172269566043
use,0.00170930240788
recov,0.00170768839135
realm,0.00167686913233
confirm,0.00167263072132
approach,0.00166593198381
array,0.00165014243038
1000,0.00163190163161
not_good,0.0016027195754
oh,0.00159826132466
n,0.00158870390233
make,0.00158449140132
game,0.00157317039061
not_us,0.00155460253455
great,0.00154792133367
not_yet,0.00154352847831
yes,0.00152887555781
after,0.0015222149505
0,0.0015135401784
whether,0.00151216767398
step,0.00148632217523
function,0.00148440822922
not,0.00148071165973
scrapi,0.00147594569522
tree,0.0014621304167
command,0.00145397277753
final,0.00142013895132
task,0.00141473595559
not_fix,0.00136785572471
crash,0.00133743381318
not_audio,0.00129273266353
not_replac,0.00128725405237
thing,0.00128511970063
locat,0.00127002906345
idea,0.00125571495017
fail,0.00125559589231
better,0.00125439754756
ect,0.00122388631781
two,0.00118195935437
miss,0.00114419835973
gsoc,0.00113715023631
exist,0.00113312132304
exampl,0.001112130841
java,0.00110203473869
sinc,0.00108986300202
propag,0.00107032355481
request,0.00106843634785
searcher,0.00106129720603
troubl,0.00104400144797
variabl,0.00103508761675
s,0.00102509761291
valu,0.000996765812832
mattab,0.00099204770569
need,0.000991292495589
catch,0.000990577977727
apt,0.00098834853215
accept,0.000983319679039
vue,0.000979815405816
so,0.000968398280816
not_ll,0.000961907383606
look,0.000959323449684
not_quit,0.000955427704166
might,0.000938954913597
not_own,0.000936452214087
not_onc,0.000933088348679
lin,0.000931771260536
tini,0.000928667408248
desktop,0.00092467953808
not_introduc,0.000915317723478
not_would,0.000914199902778
name,0.000913281286262
dennisl,0.000906076532955
not_intern,0.000902319445964
silli,0.00089951575198
your,0.000896495656156
redappl,0.000892288344919
happen,0.000886867483698
stack,0.000874324226563
long,0.000869942277026
04,0.000862558341965
remov,0.000859011260615
separ,0.000850679029634
directori,0.000850327667982
string,0.000841832257542
entir,0.000828172333575
not_on,0.00082810684834
into,0.00082647890466
e,0.000825269610369
copi,0.000815517931153
2,0.000813914878463
not_first,0.000805756586816
not_built,0.000797515219434
now,0.000787370899154
product,0.000785587722188
non,0.000780079246479
support,0.000774472074427
virtualbox,0.000764260440026
tri,0.000759466704164
not_think,0.00075096604808
flowabl,0.000750507075537
worth,0.000739900054895
compon,0.000734180492971
cap,0.000726739924062
1,0.000725723645727
sampl,0.000719472164477
someth,0.000712781512628
show,0.000696512190776
actual,0.000693759842788
d,0.000689383688073
restart,0.000681919211133
not_add,0.000680575324694
ll,0.000679132696311
about,0.000660676528599
up,0.000655191003307
ship,0.000654080870806
execut,0.00064745798288
connect,0.000626829285583
alia,0.000626655201233
drive,0.000618841334852
in,0.000618705895756
oop,0.000617318294377
should,0.000600817057138
correct,0.000593798707491
welcom,0.000591341585722
relat,0.00058980167636
have,0.000589174455088
feel,0.000584727161921
local,0.000552846398456
ref,0.000552497918676
3,0.00054633961504
not_,0.000543095287096
under,0.000540524270289
let,0.000540425675649
not_abl,0.000531918545158
ve,0.000516827035348
leehambley,0.000507353338928
other,0.000506540969774
licit,0.000501411120098
assum,0.00050088277115
stage,0.000497432458802
line,0.000482059863893
been,0.000480774964762
know,0.000480138221331
kind,0.000477216875169
fix,0.000474457030824
not_how,0.000458468894028
r,0.000452757505212
return,0.000452343647341
type,0.000452290735459
not_real,0.000451279483642
instal,0.000448863007056
lot,0.000433169966731
bug,0.000425451597732
then,0.000414449749908
recent,0.000410957397404
same,0.000409631315001
file,0.000405453200502
resolv,0.000404159365294
if,0.000403237952615
generat,0.00040283666578
ignor,0.000400886624661
load,0.000397682705676
9,0.000394466287431
found,0.000386532742415
retri,0.00038242611265
not_could,0.000380334742482
thread,0.000377257273777
not_actu,0.000376078159159
much,0.00037577394586
done,0.000373435750817
want,0.000371490810949
part,0.000370855744088
key,0.000368714933637
not_wel,0.000367415277444
not_now,0.000366906071266
not_singl,0.000361604741899
mount,0.000359440430288
keep,0.00035295454888
4,0.000349605766598
insid,0.000349239312189
properti,0.000348400107986
user,0.000333832747045
mod,0.000332780907753
believ,0.000331132608181
ani,0.000330800466016
15,0.000327542615616
contain,0.000325694664923
corrupt,0.000325681810736
mean,0.000321675072028
bootstrap,0.00031691087062
way,0.000314047298593
edit,0.000307199346912
sensit,0.000306938365735
not_remov,0.000302441453407
dictionari,0.000298185265155
featur,0.000290014056155
such,0.000288892892554
sourc,0.000285666499153
wrong,0.00028377265183
mattbrictson,0.000276176846072
suck,0.000275851097275
caus,0.000273000353674
dev,0.000272370123494
sometim,0.000270458219081
plugin,0.000269872496586
project,0.00026862556245
own,0.000264205724766
extens,0.000262309204027
ort,0.000258385094306
where,0.000254179307891
myself,0.000250374890937
vs,0.000249266552003
increa,0.000246758160521
crazi,0.000246681055507
us,0.000244829220785
while,0.000244286906889
unabl,0.000242247467116
not_mani,0.000240666256355
21,0.000239693033924
u,0.000230386102954
context,0.000227556034281
area,0.000224096534134
current,0.000222546855233
config,0.000219144980216
see,0.000218557148034
question,0.000217409632091
new,0.000215062720156
cpu,0.00021137108136
includ,0.000207438516856
add,0.000205839108678
home,0.000204922855349
intelorca,0.000203651265125
on,0.000203442818164
open,0.000202761068175
success,0.000202324288096
away,0.00020179802756
sudo,0.000199922326956
big,0.000199167579452
find,0.000197208798908
piec,0.000182061159967
com,0.000181231458804
code,0.000172816971731
put,0.000167158663846
util,0.000167150136928
beauti,0.000164716462577
output,0.000163881545917
noth,0.000144816423538
multipl,0.000142835002506
here,0.000132929392795
list,0.000132776137974
complet,0.00012949090623
not_sur,0.00012775599612
realmswift,0.000122860483368
run,0.000119131343526
x86_64,0.000108769527112
discuss,0.000103638686556
decid,0.000101992232664
replac,0.000100394055653
graphic,9.79379445913e-05
alreadi,9.68531838645e-05
pr,9.5293517201e-05
post,9.39315042924e-05
which,9.32259668682e-05
result,9.21185743637e-05
not_much,9.19505573237e-05
shell,8.97467575928e-05
mobil,8.96838225972e-05
not_deploy,8.83528187848e-05
ok,8.73274585562e-05
method,8.59600700093e-05
xml,8.46928503869e-05
not_want,8.05188575535e-05
differ,7.63580598452e-05
exten,6.72294141683e-05
when,6.53249935345e-05
detail,6.2744596481e-05
error,5.77421043667e-05
plea,5.0602068723e-05
spider,4.85608882166e-05
just,4.7991033434e-05
certain,4.78471584427e-05
bind,4.76739449734e-05
these,4.70986208009e-05
some,4.66115715096e-05
stdin,4.53489578941e-05
observ,4.31164899363e-05
2015,4.10451231708e-05
hack,3.45078984036e-05
not_also,2.86720221507e-05
default,2.84808897608e-05
debug,2.83306466052e-05
hour,2.79143609138e-05
not_befor,2.67876596662e-05
solut,2.52183660528e-05
morn,2.43750420543e-05
rxjava,2.43077801638e-05
book,2.20598215368e-05
had,2.10340334937e-05
not_hard,2.02025436545e-05
50,2.00329296957e-05
rather,2.0006917357e-05
not_sam,1.96029100978e-05
hide,1.93761168129e-05
strang,1.91477318893e-05
point,1.85676947264e-05
github,1.85478772946e-05
browser,1.85213803271e-05
write,1.82768831475e-05
not_when,1.64914755122e-05
must,1.57001185205e-05
tracker,1.55301727623e-05
did,1.55226302882e-05
site,1.52472660954e-05
text,1.39921167304e-05
print,1.37530122806e-05
not_develop,1.37013756958e-05
veri,1.19985861591e-05
toward,1.18739955259e-05
persist,1.03049569021e-05
case,1.02655277587e-05
search,1.01500575717e-05
sure,9.48329544646e-06
bottleneck,8.86391078578e-06
v2,8.6947426441e-06
server,8.63268263583e-06
not_relat,8.24499579995e-06
mani,8.15275005506e-06
not_wait,8.09325862176e-06
optim,7.95432298137e-06
understand,7.94890288446e-06
ept,7.02977530534e-06
though,6.80423310297e-06
flag,6.79305221399e-06
not_typ,6.45194517346e-06
propo,5.83344744922e-06
not_tri,5.70429712567e-06
track,5.57136625884e-06
not_improv,4.58827637151e-06
not_happen,4.06712013542e-06
memori,3.6666511793e-06
they,3.54300160833e-06
guess,3.27496210283e-06
not_latest,2.5387166294e-06
possibl,2.38661731358e-06
peopl,2.29697255463e-06
awar,2.203595786e-06
singl,2.15856570352e-06
luck,2.09362868039e-06
nest,2.08491306057e-06
akarnokd,1.98625588023e-06
yet,1.70468903272e-06
chain,1.29832048489e-06
perfect,8.69056068778e-07
requir,7.88070020797e-07
14,2.56918288284e-07
not_common,2.34213797292e-07
start,2.23722725664e-07
not_rath,1.68393209069e-07
not_fre,1.01230433035e-07
compil,9.63302454504e-08
went,5.57764185864e-08
oper,2.67842431991e-08
doc,2.47047241206e-08
may,1.35865987698e-08
it,7.85485106493e-09
audio,7.45684500308e-09
jasonmalinowski,0.0
buffer,0.0
mine,0.0
account,0.0
not_match,0.0
deci,0.0
hould,0.0
sec,0.0
permiss,0.0
devenv,0.0
tgoyn,0.0
95,0.0
demonstr,0.0
not_copi,0.0
dat,0.0
extrem,0.0
cd,0.0
effect,0.0
toler,0.0
not_screen,0.0
presenc,0.0
proven,0.0
v1,0.0
bring,0.0
focus,0.0
wrote,0.0
sys,0.0
vt,0.0
as,0.0
not_bas,0.0
reject,0.0
core,0.0
not_insert,0.0
not_process,0.0
hp,0.0
overridden,0.0
privileg,0.0
prioriti,0.0
funni,0.0
93,0.0
dupe,0.0
not_lib,0.0
not_permit,0.0
similar,0.0
not_xorg,0.0
not_unmount,0.0
end,0.0
decent,0.0
nov,0.0
their,0.0
not_appreci,0.0
not_guest,0.0
red,0.0
repro,0.0
255,0.0
recur,0.0
observeon,0.0
emiss,0.0
top,0.0
emac,0.0
swap,0.0
progress,0.0
sent,0.0
preserv,0.0
equal,0.0
vidmodeexten,0.0
agignor,0.0
clariti,0.0
hang,0.0
sign,0.0
face,0.0
pure,0.0
win,0.0
et,0.0
xfree86,0.0
not_od,0.0
mous,0.0
hidden,0.0
instruct,0.0
period,0.0
minim,0.0
not_feel,0.0
super,0.0
not_rid,0.0
a,0.0
tabl,0.0
79,0.0
insert,0.0
warn,0.0
earlier,0.0
gener,0.0
dump,0.0
not_mad,0.0
newest,0.0
mutat,0.0
en,0.0
impress,0.0
wheel,0.0
not_somewhat,0.0
di,0.0
not_had,0.0
grab,0.0
length,0.0
wolf,0.0
global_cursor_default,0.0
manual,0.0
overhead,0.0
5,0.0
t,0.0
accel,0.0
115,0.0
consid,0.0
around,0.0
divx118,0.0
v0,0.0
not_download,0.0
repackag,0.0
somewhat,0.0
violat,0.0
automat,0.0
video,0.0
comfort,0.0
not_curr,0.0
not_overrid,0.0
not_put,0.0
proper,0.0
lift,0.0
not_complain,0.0
relev,0.0
cron,0.0
full,0.0
usernam,0.0
till,0.0
not_t,0.0
longer,0.0
land,0.0
mnt,0.0
import,0.0
arrow,0.0
slight,0.0
bc,0.0
stackoverflow,0.0
imo,0.0
not_requir,0.0
handi,0.0
popular,0.0
secur,0.0
button,0.0
not_cach,0.0
disabl,0.0
xfce,0.0
simultan,0.0
not_newli,0.0
again,0.0
pre,0.0
avoid,0.0
not_window,0.0
display,0.0
forward,0.0
driver,0.0
guarant,0.0
jessi,0.0
dmp,0.0
dirti,0.0
crawler,0.0
toggl,0.0
never,0.0
chromeo,0.0
tooltip,0.0
not__,0.0
becom,0.0
queri,0.0
view,0.0
not_becaus,0.0
emit,0.0
robust,0.0
acer,0.0
j,0.0
not_app,0.0
73,0.0
ahead,0.0
often,0.0
stateful_partit,0.0
client,0.0
receiv,0.0
asset,0.0
txt,0.0
200,0.0
ggreer,0.0
concurr,0.0
cover,0.0
backward,0.0
not_just,0.0
behind,0.0
univ,0.0
not_n,0.0
ourselv,0.0
symlink,0.0
not_invok,0.0
constraint,0.0
not_signif,0.0
reveal,0.0
reproduc,0.0
skip,0.0
parent,0.0
not_recommend,0.0
otherwi,0.0
realiti,0.0
artuuid,0.0
lain,0.0
element,0.0
visit,0.0
loglevel,0.0
rest,0.0
repeat,0.0
54,0.0
not_complet,0.0
not_tot,0.0
ecommerc,0.0
devic,0.0
o,0.0
constant,0.0
not_compar,0.0
tim,0.0
linkextractor,0.0
preci,0.0
not_origin,0.0
poor,0.0
not_standard,0.0
repo,0.0
not_did,0.0
approv,0.0
descriptor,0.0
285,0.0
statement,0.0
surpri,0.0
unus,0.0
thought,0.0
consol,0.0
not_templat,0.0
jqueri,0.0
effort,0.0
not_ind,0.0
unlock,0.0
not_push,0.0
chunk,0.0
field,0.0
xenial,0.0
roof,0.0
round,0.0
lud,0.0
respons,0.0
openssl,0.0
not_doubl,0.0
although,0.0
null,0.0
not_been,0.0
intellig,0.0
freon,0.0
osx,0.0
practic,0.0
not_corrupt,0.0
not_github,0.0
through,0.0
head,0.0
themselv,0.0
behavior,0.0
anymor,0.0
tool,0.0
nul,0.0
ajax,0.0
gone,0.0
changelog,0.0
05,0.0
not_disabl,0.0
not_rec,0.0
down,0.0
03,0.0
not_affect,0.0
whenev,0.0
upload,0.0
not_org,0.0
not_achiev,0.0
stick,0.0
almost,0.0
lock,0.0
simpler,0.0
rct2,0.0
margin,0.0
network,0.0
renam,0.0
inc,0.0
despit,0.0
09,0.0
clone,0.0
heart,0.0
not_pid,0.0
prod,0.0
not_understand,0.0
not_hashtre,0.0
hot,0.0
screenshot,0.0
random,0.0
back,0.0
sentenc,0.0
packet,0.0
collect,0.0
newer,0.0
blame,0.0
uild,0.0
foo,0.0
enviro,0.0
bet,0.0
liter,0.0
socket,0.0
studio,0.0
thanx,0.0
not_format,0.0
not_fin,0.0
join,0.0
not_send,0.0
not_retri,0.0
boot,0.0
raw,0.0
not_figur,0.0
not_valu,0.0
simpli,0.0
fal,0.0
radar,0.0
temporari,0.0
kali,0.0
not_loc,0.0
standalon,0.0
host,0.0
fast,0.0
zip,0.0
articl,0.0
not_best,0.0
overwrit,0.0
today,0.0
dealloc,0.0
openrct2,0.0
json,0.0
fire,0.0
huge,0.0
identifi,0.0
mitig,0.0
microsoft,0.0
benefit,0.0
unless,0.0
not_seen,0.0
xkeyboard,0.0
below,0.0
ideal,0.0
mrackwitz,0.0
not_connect,0.0
brake,0.0
begin,0.0
forc,0.0
lapic,0.0
not_nod,0.0
pypi,0.0
storag,0.0
prevent,0.0
input,0.0
not_schedul,0.0
act,0.0
month,0.0
not_result,0.0
protect,0.0
helper,0.0
unknown,0.0
manag,0.0
26,0.0
prop,0.0
inspect,0.0
resolut,0.0
instanc,0.0
btw,0.0
segfault,0.0
alt,0.0
hope,0.0
true,0.0
timefram,0.0
overview,0.0
not_lik,0.0
not_twic,0.0
ubuntu,0.0
not_too,0.0
not_separ,0.0
third,0.0
not_broken,0.0
backtrac,0.0
global,0.0
tmp,0.0
not_heard,0.0
known,0.0
ps,0.0
child,0.0
bo,0.0
not_ect,0.0
not_wrot,0.0
tutori,0.0
log,0.0
cour,0.0
samsung,0.0
invalid,0.0
not_impl,0.0
minifi,0.0
not_stat,0.0
fit,0.0
x,0.0
not_found,0.0
div,0.0
balanc,0.0
lightweight,0.0
lor,0.0
not_manifest,0.0
not_pan,0.0
not_agr,0.0
not_link,0.0
traver,0.0
lifecycl,0.0
rememb,0.0
man,0.0
not_chroot,0.0
tar,0.0
thu,0.0
inact,0.0
consist,0.0
not_treat,0.0
launch,0.0
interpret,0.0
not_sound,0.0
him,0.0
61,0.0
satisfi,0.0
zinnatullin,0.0
payload,0.0
not_serv,0.0
rollercoast,0.0
not_thread,0.0
eption,0.0
attribut,0.0
31,0.0
sort,0.0
not_obvi,0.0
slow,0.0
rel,0.0
not_trusti,0.0
variat,0.0
not_x,0.0
window,0.0
matt,0.0
xinerama,0.0
con,0.0
principl,0.0
not_stil,0.0
kick,0.0
whose,0.0
affect,0.0
with,0.0
avail,0.0
matter,0.0
homebrew,0.0
easi,0.0
half,0.0
do,0.0
afaik,0.0
upon,0.0
howev,0.0
2017,0.0
ssl,0.0
ompil,0.0
beat,0.0
commit,0.0
remind,0.0
specif,0.0
not_api,0.0
that,0.0
binari,0.0
larg,0.0
suit,0.0
walk,0.0
h,0.0
not_subscrib,0.0
40,0.0
not_valid,0.0
not_properti,0.0
not_publish,0.0
q,0.0
volum,0.0
nor,0.0
todo,0.0
not_assum,0.0
not_error_behavior,0.0
abort,0.0
not_ag,0.0
un,0.0
amd64,0.0
rail,0.0
schema,0.0
ci,0.0
not_ref,0.0
ug,0.0
everyon,0.0
fair,0.0
xmethod,0.0
typ,0.0
technic,0.0
not_fast,0.0
sep,0.0
row,0.0
escap,0.0
kir,0.0
comment,0.0
150,0.0
minimum,0.0
batch,0.0
bdash,0.0
ie,0.0
refer,0.0
redund,0.0
00,0.0
ode,0.0
whole,0.0
not_nmi_watchdog,0.0
resum,0.0
not_familiar,0.0
mechan,0.0
shortcut,0.0
not_object,0.0
mysql,0.0
drop,0.0
transport,0.0
high,0.0
pipelin,0.0
anywh,0.0
not_someon,0.0
grow,0.0
not_compil,0.0
pcre,0.0
deploy,0.0
by,0.0
background,0.0
not_realiz,0.0
lead,0.0
lee,0.0
mountain,0.0
creat,0.0
c,0.0
not_key,0.0
ex,0.0
not_fi,0.0
empti,0.0
delay,0.0
47,0.0
not_repro,0.0
tarbal,0.0
soon,0.0
constructor,0.0
mercuri,0.0
programm,0.0
not_mous,0.0
abandon,0.0
_,0.0
not_openssl,0.0
suppli,0.0
codeba,0.0
reproduct,0.0
simplesmil,0.0
16,0.0
conver,0.0
not_conveni,0.0
concat,0.0
whitespac,0.0
not_shar,0.0
forgiv,0.0
titl,0.0
apolog,0.0
februari,0.0
mileston,0.0
01,0.0
not_away,0.0
come,0.0
polit,0.0
chanc,0.0
scm,0.0
39,0.0
care,0.0
descript,0.0
systemd,0.0
f,0.0
kill,0.0
downstream,0.0
his,0.0
outdat,0.0
introduc,0.0
to,0.0
unsupport,0.0
convert,0.0
not_instead,0.0
fact,0.0
wild,0.0
86,0.0
either,0.0
nuget,0.0
cento,0.0
sub,0.0
not_thus,0.0
stuck,0.0
seen,0.0
communiti,0.0
evan,0.0
vehicl,0.0
disappear,0.0
permit,0.0
gitter,0.0
guest,0.0
not_wher,0.0
outlink,0.0
hmm,0.0
transact,0.0
favor,0.0
stop,0.0
scope,0.0
tire,0.0
2012,0.0
pro,0.0
not_head,0.0
move,0.0
not_solv,0.0
limit,0.0
ee,0.0
wish,0.0
lea,0.0
anonym,0.0
ground,0.0
token,0.0
perf,0.0
mailto,0.0
not_let,0.0
not_filt,0.0
grammar,0.0
figur,0.0
integr,0.0
prefi,0.0
not_pass,0.0
cheat,0.0
not_question_mark,0.0
not_manu,0.0
lost,0.0
lib,0.0
applic,0.0
resourc,0.0
agent,0.0
replic,0.0
materi,0.0
processor,0.0
lt,0.0
pid,0.0
not_el,0.0
recompil,0.0
also,0.0
condit,0.0
perspect,0.0
49,0.0
131,0.0
obvious,0.0
configur,0.0
littl,0.0
prior,0.0
32,0.0
132,0.0
park,0.0
not_complex,0.0
git,0.0
damag,0.0
middlewar,0.0
modul,0.0
not_whi,0.0
factori,0.0
reactiv,0.0
react,0.0
alpha,0.0
boolean,0.0
handymen,0.0
euid,0.0
portion,0.0
grace,0.0
prefer,0.0
master,0.0
replay,0.0
hardcod,0.0
reduc,0.0
ca,0.0
not_dupl,0.0
omit,0.0
facilit,0.0
firefo,0.0
music,0.0
ctrl,0.0
not_play,0.0
present,0.0
not_vu,0.0
remain,0.0
base,0.0
engin,0.0
will,0.0
keyboard,0.0
selinux,0.0
not_tmp,0.0
twice,0.0
older,0.0
byte,0.0
70,0.0
not_hop,0.0
prepar,0.0
not_comput,0.0
not_should,0.0
concern,0.0
not_swift,0.0
_might_,0.0
patienc,0.0
not_block,0.0
shel,0.0
obtain,0.0
diagnost,0.0
not_root,0.0
turn,0.0
aliv,0.0
inconveni,0.0
corner,0.0
pool,0.0
peep,0.0
basic,0.0
not_resolv,0.0
js,0.0
backup,0.0
al,0.0
bodi,0.0
twig,0.0
not_appli,0.0
far,0.0
not_y,0.0
march,0.0
ton,0.0
chromium,0.0
distinct,0.0
place,0.0
cocoa,0.0
shm,0.0
org,0.0
wget,0.0
eventu,0.0
not_usernam,0.0
not_bug,0.0
hash,0.0
repositori,0.0
not_tab,0.0
librari,0.0
abov,0.0
best,0.0
consequ,0.0
hold,0.0
87,0.0
not_instanti,0.0
not_leav,0.0
respon,0.0
42,0.0
setter,0.0
solv,0.0
not_earli,0.0
drawback,0.0
recommend,0.0
not_shm,0.0
novemb,0.0
metric,0.0
destroy,0.0
anyway,0.0
advi,0.0
news,0.0
migrat,0.0
handl,0.0
complain,0.0
not_techn,0.0
ran,0.0
everywh,0.0
prompt,0.0
capfil,0.0
erverrc,0.0
languag,0.0
mix,0.0
submit,0.0
not_command,0.0
not_hold,0.0
